symbol,latestOI,prevOI,changeInOI,avgInOI,volume,futValue,optValue,total,premValue,underlyingValue
BSE,146893,99005,47888,48.37,295207,218728.5683,196681426330,259463.4316,40734.8633,3534
BOSCHLTD,20307,14396,5911,41.06,81929,44679.52037,85770389943,57377.5448,12698.02443,42920
NYKAA,27523,20252,7271,35.9,71370,108114.31937,66697961687,121193.155,13078.83562,335
CUMMINSIND,40453,31112,9341,30.02,55677,110453.00964,51253898484,120041.99448,9588.98484,5440
MCX,96248,74036,22212,30,186883,151646.76243,98460612751,173521.98994,21875.22751,2598
MARICO,32718,25279,7439,29.43,59710,74765.18244,55421626536,82103.2878,7338.10536,852
FINNIFTY,10144,7886,2258,28.63,23060,2502.43284,37316108944,5806.93228,3304.49944,26843
NIFTY,6765453,5424640,1340813,24.72,55782403,833490.79109,89318230177429,3988588.49288,3155097.70179,24624
SONACOMS,19134,15804,3330,21.07,31527,59726.13564,25813457090,65205.80405,5479.6684,814
BHARTIARTL,187715,156113,31602,20.24,224361,208038.07588,193400085416,230420.71504,22382.63916,1978
JUBLFOOD,28965,24144,4821,19.97,58224,63514.96475,29644631512,72112.40487,8597.44012,485
ICICIGI,26444,22622,3822,16.9,54632,31104.69264,27996157101,36612.47365,5507.78101,1684
NHPC,30970,26571,4399,16.56,30779,27882.02737,14693183901,30191.17738,2309.15001,78
BLUESTARCO,16200,13992,2208,15.78,15322,26343.53046,5922166708,27766.02754,1422.49708,1665
360ONE,15006,13088,1918,14.65,20481,15873.0001,10878293940,18560.5395,2687.5394,1192
HINDZINC,53965,47096,6869,14.59,116814,84115.39662,77108036649,100171.17811,16055.78149,596
MIDCPNIFTY,96049,84465,11584,13.71,209895,32737.35062,376573282645,58508.17707,25770.82645,14880
UNOMINDA,16710,14722,1988,13.5,30166,25962.84548,18843319137,30452.38685,4489.54137,1250
AUROPHARMA,33127,29191,3936,13.48,38336,39952.54274,30688590135,46554.50409,6601.96135,1613
KALYANKJIL,56578,50253,6325,12.59,105651,100107.16722,76142522421,124723.99143,24616.82421,569
PGEL,24750,22108,2642,11.95,20169,30220.55963,9354607924,33482.05887,3261.49924,603
RELIANCE,484258,434425,49833,11.47,280933,223546.3322,162537421395,244396.34615,20850.01395,1280
INDIANB,23105,20728,2377,11.47,17646,21239.6225,13386177910,24272.1016,3032.4791,854
ONGC,66092,59368,6724,11.33,57378,38780.85757,27985112797,42783.44805,4002.59047,240
INDIGO,76408,68734,7674,11.16,103324,53764.23135,81393095572,69442.88707,15678.65572,5400
PNBHOUSING,24228,21864,2364,10.81,112673,85570.12178,76033489902,103252.2008,17682.07902,1121
GRASIM,66857,60498,6359,10.51,32750,34884.84482,23260827012,39947.41495,5062.57012,3224
RADICO,13203,11990,1213,10.12,14715,11152.61268,9184877232,12837.735,1685.12232,4550
VOLTAS,29996,27378,2618,9.56,12248,15787.86416,4603641243,17106.2016,1318.33743,1300
HDFCBANK,888134,814060,74074,9.1,326705,290484.49313,132908453671,309996.73984,19512.24671,735
MPHASIS,23216,21295,1921,9.02,27455,25617.528,16497962868,29796.70369,4179.17568,2460
BIOCON,33668,30888,2780,9,23140,31332.5335,22253885450,35365.638,4033.1045,425
ZYDUSLIFE,16064,14794,1270,8.58,4122,9071.84196,3298012191,9754.92387,683.08191,1121
POWERGRID,54339,50232,4107,8.18,21011,17357.47204,9842730341,18673.97045,1316.49841,281
GODREJPROP,42753,39530,3223,8.15,81869,48097.10925,53199991539,60492.93965,12395.83039,2099
RBLBANK,21966,20479,1487,7.26,20462,48943.83562,20888400247,53549.9256,4606.08997,389
GVT&D,36926,34467,2459,7.13,19756,20126.67612,9303645815,22821.50927,2694.83315,4410
POLICYBZR,37394,34913,2481,7.11,24589,18468.15362,12658657018,21548.6138,3080.46018,1620
LICHSGFIN,57042,53528,3514,6.56,16185,14886.0193,7055487430,16143.3936,1257.3743,512
AMBUJACEM,90943,85722,5221,6.09,39792,35632.67664,18411628092,39384.57756,3751.90092,445
CDSL,50379,47496,2883,6.07,21885,19324.51126,12450925439,21690.74565,2366.23439,1326
NAUKRI,34698,32760,1938,5.92,9373,21127.87171,4506123341,22061.83512,933.96341,1242
VEDL,89536,84602,4934,5.83,86478,49173.06562,23271425012,54324.68325,5151.61762,277
NAM-INDIA,15909,15038,871,5.79,11574,23215.73931,6446016506,24575.90437,1360.16506,1215
ANGELONE,25613,24236,1377,5.68,9884,16618.4905,6141925525,18266.24575,1647.75525,299
IREDA,37456,35505,1951,5.5,11184,16076.87431,4578474640,16881.35596,804.48165,120
SHRIRAMFIN,62532,59325,3207,5.41,61112,72417.76434,49981551204,82996.89139,10579.12704,1122
PFC,67581,64173,3408,5.31,15810,32546.38231,5457095059,33593.9929,1047.61059,418
HEROMOTOCO,57644,54830,2814,5.13,67568,48639.16242,54005090937,59510.32179,10871.15937,5690
ASHOKLEY,53671,51058,2613,5.12,39107,46446.344,30689260200,54242.446,7796.102,177
BRITANNIA,26672,25376,1296,5.11,11563,14136.55586,6663945838,15241.63925,1105.08338,5440
TVSMOTOR,89664,85344,4320,5.06,63571,54956.86505,44378265261,63747.68767,8790.82261,4455
FORTIS,24678,23494,1184,5.04,7162,14592.63883,3857756141,15249.76025,657.12141,925
MARUTI,116020,110458,5562,5.04,95780,38808.03663,65137935919,45821.59582,7013.55919,14190
OIL,16899,16093,806,5.01,9707,11526.40314,5014524060,12692.71374,1166.3106,444
BAJAJFINSV,72835,69379,3456,4.98,44790,22435.63179,26153497323,26340.50502,3904.87323,2086
JSWSTEEL,74606,71206,3400,4.77,29096,44887.69899,21699697398,48186.28797,3298.58898,1330
TIINDIA,15074,14404,670,4.65,9878,8695.197,4864026370,10077.8607,1382.6637,2787
ASTRAL,25140,24051,1089,4.53,9046,10867.61822,4575831367,11860.85189,993.23367,1434
CHOLAFIN,37036,35454,1582,4.46,14414,39081.84875,13307815812,41432.38187,2350.53312,1880
DLF,73164,70108,3056,4.36,55436,46186.25858,31242283167,52638.79025,6452.53167,649
BEL,162352,155573,6779,4.36,49621,41572.22553,24429388633,45636.76186,4064.53633,390
SUPREMEIND,22100,21203,897,4.23,7148,6271.04021,3862687290,6868.31311,597.2729,3460
NBCC,23946,22980,966,4.2,6391,10926.60075,3008254210,11611.10535,684.5046,96
MANAPPURAM,29243,28075,1168,4.16,14556,54998.4525,10831943010,58289.8326,3291.3801,363
GODREJCP,28699,27561,1138,4.13,6419,12232.319,2279888305,12741.45205,509.13305,1069
IRFC,42563,40894,1669,4.08,11807,6555.73112,5259758785,7553.26873,997.5376,88
PAYTM,68555,65908,2647,4.02,44384,63062.29945,40694576750,74002.77195,10940.4725,1429
MOTHERSON,34248,32931,1317,4,24222,48013.13917,18926875797,52623.65764,4610.51847,154
GLENMARK,43338,41689,1649,3.96,23184,35316.65032,16574153805,38368.11337,3051.46305,2259
ULTRACEMCO,56147,54080,2067,3.82,34505,26514.56034,18562045064,29510.42098,2995.86064,12190
SHREECEM,20847,20088,759,3.78,11049,13040.1921,6358347794,13761.67004,721.47794,26900
BDL,29635,28592,1043,3.65,11850,18643.03572,4640674938,19830.5501,1187.51438,1240
NATIONALUM,45824,44213,1611,3.64,35673,40969.2105,21587123512,45614.38312,4645.17262,381
PIIND,23236,22430,806,3.59,6369,5921.87111,2526946773,6401.27635,479.40523,2810
IDFCFIRSTB,66409,64115,2294,3.58,13867,20163.87875,9208900321,21678.79696,1514.91821,85
SOLARINDS,24697,23848,849,3.56,7643,16169.16053,5659187167,17258.6572,1089.49667,18400
BANKNIFTY,972234,939197,33037,3.52,2281938,390815.1594,3948947422906,711003.85846,320188.69906,57739
POLYCAB,38046,36759,1287,3.5,35653,41836.90101,37891621128,48861.3623,7024.46128,9200
PNB,55081,53254,1827,3.43,19558,29224.0688,15232044400,31819.0728,2595.004,113
LODHA,34452,33320,1132,3.4,20325,26968.14812,13414370656,29785.10468,2816.95656,1250
KAYNES,47887,46317,1570,3.39,48915,51005.37028,24444431070,61150.20598,10144.8357,3898
BAJAJ-AUTO,66420,64277,2143,3.33,46880,32351.3413,37945666539,37443.4067,5092.06539,11800
COCHINSHIP,22697,21966,731,3.33,7529,11855.16424,3226883048,12492.55472,637.39048,1425
ABB,42308,40964,1344,3.28,37704,28352.2663,34546179651,34780.93781,6428.67151,7690
HINDALCO,117189,113471,3718,3.28,80430,101952.86703,49318102127,113585.8283,11632.96127,1040
UNIONBANK,41737,40426,1311,3.24,19210,30966.30222,12248731122,33836.12844,2869.82622,175
ADANIPOWER,67107,65025,2082,3.2,21885,23562.11005,15222527232,25340.86737,1778.75732,208
HAVELLS,26926,26093,833,3.19,9887,15148.41685,5043447755,15723.2944,574.87755,1290
JINDALSTEL,34564,33506,1058,3.16,8921,15824.427,4785512843,16533.30543,708.87843,1113
UPL,47930,46487,1443,3.1,21738,21883.43915,15676710873,24644.49989,2761.06073,577
TATASTEEL,125217,121449,3768,3.1,60263,53438.9394,27251606937,57894.84002,4455.90062,192
ICICIBANK,218524,211956,6568,3.1,82243,88107.20954,75249316618,97649.91572,9542.70618,1450
LUPIN,27321,26541,780,2.94,9897,20762.51072,8229898734,22374.05806,1611.54734,2388
