symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
NVDA,NVIDIA Corporation,230.36,1.91,0.84,135352420,135559144,5562502742016
PATH,"UiPath, Inc.",15.19,-3.03,-16.63,104431913,69150242,7870246400
INTC,Intel Corporation,95.8,4.13,4.51,97654325,113772338,506408894464
AAL,"American Airlines Group, Inc.",13.13,0.16,1.23,74077434,105141838,8691664896
TSLA,"Tesla, Inc.",354.08,-22.29,-5.92,65018209,41827363,1398455795712
AMC,"AMC Entertainment Holdings, Inc",2.65,0.11,4.33,56990347,40796226,2365402368
SMCI,"Super Micro Computer, Inc.",39.59,1.72,4.54,53633172,56594411,25609703424
NIO,NIO Inc.,3.8,-0.06,-1.55,52108612,29277976,9521534976
SPCX,Space Exploration Technologies ,147.95,-1.79,-1.2,49122393,109715547,1949120987136
NU,Nu Holdings Ltd.,15.37,-0.31,-1.98,48563526,75621674,74247684096
PCG,Pacific Gas & Electric Co.,14.3,0.34,2.44,46209829,29356869,31493849088
BMNR,"BitMine Immersion Technologies,",24.97,-1.48,-5.6,46256703,38808512,15062561792
NOK,Nokia Corporation Sponsored,10.03,0.26,2.66,45518995,87960238,56154406912
PLUG,"Plug Power, Inc.",2.17,0.06,2.84,45322677,54918701,3031913728
ONDS,Ondas Inc,7.62,-0.01,-0.13,43240318,80794212,4354484224
RIG,Transocean Ltd (Switzerland),5.85,-0.17,-2.82,38938342,39370976,6533748736
NFLX,"Netflix, Inc.",78.25,-4.42,-5.35,40190010,41423988,325828280320
AAPL,Apple Inc.,319.97,-8.24,-2.51,39606884,54154936,4669700046848
F,Ford Motor Company,14.62,0.21,1.46,38851665,49206795,58298650624
MARA,"MARA Holdings, Inc.",11.31,-0.29,-2.5,37594828,46674300,4369044992
LULU,lululemon athletica inc.,100.61,-21.16,-17.38,37426243,4025393,11138535424
IREN,IREN LIMITED,44.68,3.03,7.27,36266193,44176888,17606541312
MU,"Micron Technology, Inc.",1016.59,58.43,6.1,35249519,43215706,1148129771520
CDE,"Coeur Mining, Inc.",21.24,-0.41,-1.89,32899447,38878541,21833338880
AVGO,Broadcom Inc.,357.895,0.73,0.21,32863265,24575866,1702714146816
