buySell,clientName,date,name,qty,remarks,symbol,watp
BUY,HSBC MUTUAL FUND,20-Aug-2026,Kfin Technologies Limited,1783784,,KFINTECH,925
BUY,MOTILAL OSWAL MUTUAL FUND,20-Aug-2026,Kfin Technologies Limited,983784,,KFINTECH,925
BUY,MORGAN STANLEY ASIA SINGAPORE PTE,20-Aug-2026,Kfin Technologies Limited,270275,,KFINTECH,925
BUY,MIRAE ASSET MUTUAL FUND,20-Aug-2026,Kfin Technologies Limited,2562162,,KFINTECH,925
BUY,BANDHAN MUTUAL FUND,20-Aug-2026,Kfin Technologies Limited,518919,,KFINTECH,925
BUY,CITIGROUP GLOBAL MARKETS SINGAPORE PTE LIMITED,20-Aug-2026,Kfin Technologies Limited,270275,,KFINTECH,925
BUY,EDELWEISS MUTUAL FUND,20-Aug-2026,Kfin Technologies Limited,1081081,,KFINTECH,925
BUY,SOCIETE GENERALE,20-Aug-2026,Kfin Technologies Limited,518909,,KFINTECH,925
BUY,ICICI LOMBARD GENERAL INSURANCE CO LTD,20-Aug-2026,Kfin Technologies Limited,281081,,KFINTECH,925
BUY,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,20-Aug-2026,Kfin Technologies Limited,540541,,KFINTECH,925
BUY,INVESCO MUTUAL FUND,20-Aug-2026,Kfin Technologies Limited,4324324,,KFINTECH,925
BUY,KOTAK MAHINDRA MUTUAL FUND,20-Aug-2026,Kfin Technologies Limited,2000000,,KFINTECH,925
BUY,LARSEN & TOUBRO LIMITED,20-Aug-2026,Nxt-Infra Trust,9575000,,NXT-INFRA,93.85
BUY,KOTAK MAHINDRA BANK LIMITED,20-Aug-2026,Nxt-Infra Trust,9550000,,NXT-INFRA,93.85
SELL,GENERAL ATLANTIC SINGAPORE FUND PTE LTD,20-Aug-2026,Kfin Technologies Limited,15135135,,KFINTECH,925
SELL,ACTIS HIGHWAY INFRA LIMITED,20-Aug-2026,Nxt-Infra Trust,19125000,,NXT-INFRA,93.85
