symbol,latestOI,prevOI,changeInOI,avgInOI,volume,futValue,optValue,total,premValue,underlyingValue
TRENT,94828,42017,52811,125.69,80085,52721.2966,29408221280,59336.75603,6615.45942,2839
NIFTY,7648032,6577411,1070621,16.28,51514236,1102369.66312,78702450206813,4388963.66125,3286593.99813,23416
BLUESTARCO,15204,13119,2085,15.89,26447,23898.50742,12163581748,27669.62991,3771.12248,1606
GVT&D,11509,9958,1551,15.58,9992,14043.15813,5334391568,15936.82382,1893.66568,5090
FINNIFTY,9204,8040,1164,14.48,16391,2910.30249,24834968905,7321.44154,4411.13905,25031
NAM-INDIA,12551,11116,1435,12.91,21826,62945.685,9350804175,65589.35175,2643.66675,1135
ULTRACEMCO,68984,62738,6246,9.96,37078,40143.69009,18083143006,41752.62015,1608.93006,11000
POLICYBZR,35725,32734,2991,9.14,20794,26316.23732,9193027137,28227.34869,1911.11137,1532
BAJAJHLDNG,8083,7422,661,8.91,1793,2410.77429,721530096,2514.62525,103.85096,10081
VMM,8735,8054,681,8.46,4319,13711.57856,1152967947,13923.97703,212.39847,118
NATIONALUM,44920,41504,3416,8.23,36002,65999.16056,22898072156,71436.28837,5437.12781,413
NUVAMA,5418,5006,412,8.23,4010,3888.8448,2704471775,4419.66255,530.81775,1568
DIVISLAB,48670,45231,3439,7.6,23849,22899.26409,13929070099,24827.56508,1928.30099,6585
KALYANKJIL,50057,46525,3532,7.59,38407,45428.75645,12421399521,48846.74042,3417.98396,363
360ONE,13086,12266,820,6.69,3265,8068.9868,1016349760,8258.4844,189.4976,1071
RELIANCE,476929,449107,27822,6.19,207688,197963.73395,120248890375,219173.5877,21209.85375,1308
LODHA,40489,38144,2345,6.15,10444,7375.68642,3363644024,8072.97417,697.28774,882
POLYCAB,26420,24929,1491,5.98,24058,33153.55501,26291267556,38182.73057,5029.17556,9707
COALINDIA,134076,126887,7189,5.67,112070,83499.07207,65601274599,95242.27306,11743.20099,481
FEDERALBNK,67106,63522,3584,5.64,35088,44298.0535,22890981500,48488.6185,4190.565,300
IEX,32324,30670,1654,5.39,13376,11548.21429,5420388991,12808.59921,1260.38491,124
BHEL,64039,61064,2975,4.87,51463,124163.0943,42955037291,135236.29533,11073.20103,387
HINDZINC,52416,50096,2320,4.63,15213,14053.54373,10502877474,15916.61597,1863.07224,604
ASHOKLEY,88670,84778,3892,4.59,28276,39220.3895,18173393700,43241.3265,4020.937,144
ETERNAL,124349,118946,5403,4.54,61102,77511.1771,31118200405,85891.7974,8380.6203,254
HAL,73788,70630,3158,4.47,22515,25256.42815,12286843276,27572.56092,2316.13276,4201
TITAN,71547,68491,3056,4.46,108731,94124.22243,71948310152,105363.68645,11239.46402,4238
VOLTAS,44643,42748,1895,4.43,72424,51895.4577,31014025488,60564.43758,8668.97988,1283
BOSCHLTD,25949,24848,1101,4.43,14639,14504.23239,12445478371,16330.70361,1826.47121,36955
LAURUSLABS,32378,31055,1323,4.26,22597,41842.10187,23586467394,47139.43081,5297.32894,1430
SOLARINDS,24043,23065,978,4.24,11013,19761.9421,8039242035,21257.73746,1495.79535,18300
NHPC,53158,51017,2141,4.2,46684,71212.56547,15997554515,74493.53313,3280.96765,76
BANKINDIA,21264,20409,855,4.19,5557,12711.58928,2894973640,13581.79888,870.2096,139
LTF,33967,32621,1346,4.13,9020,20312.29597,3657461557,20978.26155,665.96557,267
MARUTI,109890,105763,4127,3.9,67729,39336.52349,41944501804,46322.34153,6985.81804,13079
HINDUNILVR,99815,96081,3734,3.89,37539,44367.11934,19991949066,46961.43,2594.31066,2081
WIPRO,214587,207053,7534,3.64,65418,56990.1303,32700663120,62050.4865,5060.3562,204
PGEL,29762,28719,1043,3.63,34160,30098.06482,13592857184,34489.63666,4391.57184,494
PATANJALI,49686,47960,1726,3.6,11372,19800.8828,2628321448,20293.18103,492.29823,423
GMRAIRPORT,36499,35270,1229,3.48,36198,56746.46076,21022561138,62447.4254,5700.96463,102
NIFTYNXT50,988,955,33,3.46,247,2987.46452,142530821,3000.64774,13.18321,70010
PRESTIGE,16167,15636,531,3.4,3743,9879.95322,1358418676,10228.19998,348.24676,1355
SIEMENS,32933,31865,1068,3.35,14091,15856.78549,7990975177,17794.14976,1937.36427,3680
BIOCON,26266,25421,845,3.32,6892,17324.11675,5713904800,18489.53975,1165.423,415
BRITANNIA,39249,37992,1257,3.31,27852,12654.5991,19593227861,13459.31521,804.71611,5099
MUTHOOTFIN,24700,23928,772,3.23,7255,14078.64012,5214478830,15129.66592,1051.0258,3178
UNITDSPR,37677,36508,1169,3.2,4845,6568.94808,1847922796,6849.65604,280.70796,1248
MPHASIS,22616,21915,701,3.2,5928,14449.99822,2421337872,15016.67695,566.67872,2325
SHRIRAMFIN,73656,71386,2270,3.18,18779,42239.24694,10487685829,44797.13023,2557.88329,917
PREMIERENE,27074,26242,832,3.17,9588,15016.52604,4675820503,16245.29108,1228.76503,1077
DRREDDY,41098,39921,1177,2.95,11561,16956.03293,7785807125,18062.22918,1106.19625,1268
ADANIPORTS,69274,67316,1958,2.91,28209,27269.30858,21164814699,30724.10057,3454.79199,1793
COCHINSHIP,13240,12871,369,2.87,5596,9745.07056,2446984948,10504.60004,759.52948,1475
CROMPTON,36554,35543,1011,2.84,7137,12757.47087,2380102912,13352.80499,595.33412,269
TMPV,147075,143030,4045,2.83,70075,39048.58576,19230873016,43624.43592,4575.85016,400
SONACOMS,18107,17618,489,2.78,4254,11183.02181,2135240488,11793.4817,610.45988,602
DALBHARAT,14899,14498,401,2.77,2916,4677.61446,1359921091,4786.01038,108.39591,1720
DLF,67870,66058,1812,2.74,15132,25772.22939,4906961825,26897.74014,1125.51075,577
CGPOWER,36175,35220,955,2.71,51724,59442.61055,36616797479,70034.33534,10591.72479,941
PAYTM,40260,39204,1056,2.69,8735,19237.99281,5069107816,20607.03097,1369.03816,1059
LTM,40439,39388,1051,2.67,17315,25184.76448,8330217924,27146.81872,1962.05424,4061
BAJAJFINSV,76760,74778,1982,2.65,18022,14767.39604,6536714317,15707.05921,939.66317,1714
AXISBANK,146571,142799,3772,2.64,45695,72056.58637,29772535856,77352.13243,5295.54606,1255
ABB,31661,30847,814,2.64,24626,29533.22131,20064911656,34286.15037,4752.92906,7160
LICI,37377,36427,950,2.61,8725,10868.08912,3968667752,11461.86664,593.77752,399
RBLBANK,27897,27206,691,2.54,14726,45689.56826,12314626818,49008.00269,3318.43443,354
IDEA,110300,107595,2705,2.51,40059,91566.12217,35879996133,105135.40076,13569.27858,14
SUPREMEIND,14952,14588,364,2.5,12822,13199.06176,6471121594,14143.8652,944.80344,3630
OFSS,26273,25639,634,2.47,19554,18050.0049,13171738394,21378.97635,3328.97144,10098
HDFCLIFE,75279,73499,1780,2.42,10354,11271.43919,5724334869,11998.54788,727.10869,573
SBICARD,57403,56046,1357,2.42,13078,15391.62224,4887961232,16229.95456,838.33232,589
BPCL,37829,36943,886,2.4,8448,10009.44753,4066522748,10844.94876,835.50123,296
ADANIGREEN,58272,56914,1358,2.39,18410,32315.10396,12170238168,35606.40564,3291.30168,1421
LT,133610,130510,3100,2.38,33515,45339.70124,19213542115,48615.19239,3275.49115,3948
HINDALCO,71516,69881,1635,2.34,21619,41519.10581,13398323309,44229.1689,2710.06309,1125
MFSL,29094,28429,665,2.34,8761,12888.37472,4712982284,13526.11756,637.74284,1580
NTPC,136488,133495,2993,2.24,35769,34874.59635,16931586000,37610.09385,2735.4975,365
ITC,219699,214934,4765,2.22,94873,48242.30306,39428058158,53328.85127,5086.54821,280
CONCOR,37224,36417,807,2.22,6406,9555.065,2822610775,10114.92275,559.85775,454
VEDL,86655,84781,1874,2.21,45751,32322.47488,14896229277,36157.64266,3835.16777,327
ADANIPOWER,47348,46343,1005,2.17,13132,32656.92996,8105649538,34881.50409,2224.57413,230
MOTILALOFS,9161,8968,193,2.15,2275,4289.40056,1123816665,4452.11971,162.71915,863
GLENMARK,50302,49273,1029,2.09,8587,17119.38067,5638857311,18427.12878,1307.74811,2180
PFC,61395,60195,1200,1.99,27084,34038.50086,12036176776,36680.26362,2641.76276,427
SAIL,41520,40711,809,1.99,6907,27380.02108,3887330849,28229.50707,849.48599,196
EXIDEIND,29782,29205,577,1.98,16522,23735.94894,10028090880,26560.98774,2825.0388,405
BHARATFORG,20221,19835,386,1.95,15493,31893.7069,12275367470,34510.7816,2617.0747,1931
JSWENERGY,36809,36113,696,1.93,14589,19035.85349,6991495151,20899.215,1863.36151,590
MAXHEALTH,44885,44043,842,1.91,13946,9613.03071,6377341503,10948.61575,1335.58503,967
CAMS,11877,11655,222,1.9,5480,10393.1463,2137615719,10856.626,463.47969,760
CDSL,50150,49218,932,1.89,13888,13106.41446,7051034030,14718.85977,1612.4453,1218
