symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
NVDA,NVIDIA Corporation,230.36,1.91,0.84,132204717,136892814,5562502742016
PATH,"UiPath, Inc.",15.19,-3.03,-16.63,104431913,68038074,7870246400
INTC,Intel Corporation,95.8,4.13,4.51,97018400,114527544,506408894464
AAL,"American Airlines Group, Inc.",13.13,0.16,1.23,74042185,105648931,8691664896
TSLA,"Tesla, Inc.",354.08,-22.29,-5.92,64559388,41798398,1398455795712
AMC,"AMC Entertainment Holdings, Inc",2.65,0.11,4.33,56990347,40319171,2365402368
SMCI,"Super Micro Computer, Inc.",39.59,1.72,4.54,53308923,56525795,26009260032
NIO,NIO Inc.,3.8,-0.06,-1.55,52108612,29039288,9521534976
SPCX,Space Exploration Technologies ,147.95,-1.79,-1.2,48786202,110758389,1950244274176
NU,Nu Holdings Ltd.,15.37,-0.31,-1.98,48563526,75623276,74247684096
PCG,Pacific Gas & Electric Co.,14.3,0.34,2.44,46209829,28840166,31493849088
BMNR,"BitMine Immersion Technologies,",24.97,-1.48,-5.6,46256703,39067258,15062561792
NOK,Nokia Corporation Sponsored,10.03,0.26,2.66,45518995,90171022,56154406912
PLUG,"Plug Power, Inc.",2.17,0.06,2.84,45131492,55459628,3031913728
ONDS,Ondas Inc,7.62,-0.01,-0.13,43058738,81122790,4354484224
NFLX,"Netflix, Inc.",78.25,-4.42,-5.35,39850506,41477631,325828280320
RIG,Transocean Ltd (Switzerland),5.85,-0.17,-2.82,38938342,39109471,6533748736
F,Ford Motor Company,14.62,0.21,1.46,38851665,49621125,58298650624
AAPL,Apple Inc.,319.97,-8.24,-2.51,38272821,54563450,4669700046848
LULU,lululemon athletica inc.,100.61,-21.16,-17.38,37193682,3679290,11424659456
MARA,"MARA Holdings, Inc.",11.31,-0.29,-2.5,37044192,46730901,4369044992
IREN,IREN LIMITED,44.68,3.03,7.27,35805723,44620034,17606541312
MU,"Micron Technology, Inc.",1016.59,58.43,6.1,34925945,43883553,1148129771520
CDE,"Coeur Mining, Inc.",21.24,-0.41,-1.89,32899447,39051323,21833338880
PL,Planet Labs PBC,18.12,-0.23,-1.25,32038992,10448987,6458014208
