symbol,latestOI,prevOI,changeInOI,avgInOI,volume,futValue,optValue,total,premValue,underlyingValue
KEI,41596,22321,19275,86.35,127010,120775.67437,101055387289,139977.82226,19202.14789,4850
POLYCAB,65394,40741,24653,60.51,183774,164954.3991,183223735636,193424.00546,28469.60636,8300
NIFTYFPI,102,69,33,47.83,431,137.98928,759217635,144.29063,6.30135,1553
HAVELLS,33871,25539,8332,32.62,41493,49149.62225,19615019720,52160.61945,3010.9972,1154
SWIGGY,89820,77825,11995,15.41,176514,281495.97999,64272718764,299876.25013,18380.27014,276
LODHA,29553,26017,3536,13.59,15156,9674.98487,11638857656,10791.18643,1116.20156,1222
MARUTI,158264,140647,17617,12.53,108962,41785.34287,67695159194,49583.58481,7798.24194,12694
ATHERENERG,29950,26680,3270,12.26,55883,40209.8184,30874746866,47138.53706,6928.71866,1584
IEX,28668,26126,2542,9.73,14672,8095.56663,7138596688,9498.08101,1402.51438,118
POWERINDIA,48594,44640,3954,8.86,24122,19221.92369,18609224733,21996.54602,2774.62233,31650
360ONE,14862,13676,1186,8.67,5032,5721.1244,2424461670,6090.9411,369.8167,1137
TATAELXSI,31242,28866,2376,8.23,14613,7387.61557,6096286322,8552.7913,1165.17572,3558
APLAPOLLO,43825,40891,2934,7.18,32545,50207.29311,20808587114,53985.07425,3777.78114,2250
DIXON,126017,117609,8408,7.15,136672,94860.14819,90689581572,108970.08891,14109.94072,14240
TORNTPHARM,36692,34311,2381,6.94,11697,13675.72465,5965199506,14309.34471,633.62006,4857
ICICIGI,30719,28745,1974,6.87,8144,7272.37693,3418259841,7753.77534,481.39841,1510
HDFCAMC,34868,32658,2210,6.77,12237,15779.85357,7791240318,16924.50675,1144.65318,2458
ANGELONE,30325,28456,1869,6.57,94839,81034.1535,65588884475,97932.62325,16898.46975,299
INDIANB,19891,18720,1171,6.26,13047,11051.5826,10804392700,12658.1096,1606.527,879
NIFTYNXT50,835,786,49,6.23,234,788.25705,354056603,827.77309,39.51603,72880
CDSL,51849,48869,2980,6.1,34876,23941.59918,21499875566,28207.74485,4266.14566,1394
EICHERMOT,73362,69196,4166,6.02,36037,27540.34791,25244058171,30717.02962,3176.68171,7630
NIFTY,9593289,9079222,514067,5.66,90410552,492777.55367,141120640578214,4154188.57081,3661411.01714,23897
GODFRYPHLP,9072,8588,484,5.64,3273,1732.90799,1689019205,1938.98754,206.07955,2051
BAJAJFINSV,56392,53518,2874,5.37,12490,8410.82112,6764438094,9176.74206,765.92094,1970
PRESTIGE,20817,19839,978,4.93,16640,19494.51736,10381771624,21827.33361,2332.81624,1587
LUPIN,36287,34601,1686,4.87,11114,16986.59533,8707873535,17994.16068,1007.56535,2110
CUMMINSIND,42351,40407,1944,4.81,8729,30213.7428,6000489438,31102.03718,888.29438,5035
SRF,32982,31482,1500,4.76,29268,18655.64898,13508066828,20632.11726,1976.46828,2547
BIOCON,36389,34809,1580,4.54,9974,15655.9195,8796594925,17023.61875,1367.69925,397
SUZLON,57290,54808,2482,4.53,13702,15360.06072,6790338972,16729.29344,1369.23272,45
RBLBANK,26467,25323,1144,4.52,33363,49989.01832,39604782201,57803.55533,7814.53701,414
SUPREMEIND,19936,19105,831,4.35,5854,6506.19543,3111251787,6758.6883,252.49287,3475
PREMIERENE,26984,25880,1104,4.27,4735,8437.89017,2355538685,8841.31703,403.42685,1002
BHARATFORG,29035,27919,1116,4,15789,24322.58535,13597789750,26701.28285,2378.6975,1956
CONCOR,28691,27667,1024,3.7,5445,7240.71012,2854998700,7970.19712,729.487,508
SBIN,260925,251708,9217,3.66,98795,66402.1518,70895072535,75186.10215,8783.95035,1016
SUNPHARMA,84910,81924,2986,3.64,27904,10080.89327,17981913981,11650.28308,1569.38981,1899
OBEROIRLTY,24744,23878,866,3.63,20191,15324.42957,12325066988,17798.77946,2474.34988,1875
MANAPPURAM,34642,33430,1212,3.63,7259,11826.525,6540837900,13036.854,1210.329,339
MUTHOOTFIN,56039,54096,1943,3.59,29608,23181.69304,22579951487,27418.38291,4236.68987,2913
HDFCLIFE,81150,78380,2770,3.53,63728,48370.201,34140545593,54084.91693,5714.71593,546
TIINDIA,17795,17189,606,3.53,4285,2473.69998,2151939668,2790.29666,316.59668,2698
HCLTECH,90352,87360,2992,3.42,33526,24193.66432,15676321064,27171.15496,2977.49064,1293
SHRIRAMFIN,62059,60060,1999,3.33,20809,32016.23147,15356913313,34675.5396,2659.30813,1041
MOTILALOFS,13108,12696,412,3.25,11719,11026.54647,8704156223,12814.0787,1787.53223,1037
CAMS,22130,21452,678,3.16,7625,6207.23779,4301745863,7096.56642,889.32863,748
SOLARINDS,39637,38439,1198,3.12,44717,38575.22484,44858352263,47244.74747,8669.52263,21445
BEL,127723,123896,3827,3.09,47831,32034.95261,25419421533,35732.4792,3697.52658,405
MARICO,21428,20794,634,3.05,4945,8927.37216,4088284548,9485.41764,558.04548,815
MIDCPNIFTY,92364,89695,2669,2.98,102089,27283.09,179665807809,41424.0581,14140.96809,14713
UNOMINDA,14716,14302,414,2.89,5262,9239.12126,2738973963,9726.27089,487.14963,1249
APOLLOHOSP,38115,37069,1046,2.82,12460,7316.24916,13357133426,8527.58342,1211.33426,8650
ULTRACEMCO,61700,60047,1653,2.75,24307,17103.42168,12358904179,18646.39347,1542.97179,11408
TATASTEEL,164194,159841,4353,2.72,150092,89968.51352,70536445732,102235.6896,12267.17607,188
NAM-INDIA,17107,16660,447,2.68,4353,18088.99018,1460069437,18340.93456,251.94437,1159
BLUESTARCO,26298,25621,677,2.64,11112,10423.08072,4447756937,11330.30509,907.22437,1484
PNBHOUSING,20511,19987,524,2.62,15364,18817.63793,10221765346,20749.78139,1932.14346,1166
TATACONSUM,49945,48679,1266,2.6,7429,8106.46897,3453208511,8644.31909,537.85011,1010
ZYDUSLIFE,20448,19934,514,2.58,5668,10540.86435,4916305026,11252.05461,711.19026,1120
CIPLA,46604,45454,1150,2.53,25689,11949.20917,14259036224,13762.52892,1813.31974,1385
HINDUNILVR,118101,115208,2893,2.51,75516,46048.14165,41306075535,50876.037,4827.89535,1973
SIEMENS,35713,34850,863,2.48,8859,7396.01145,5688032994,8445.30389,1049.29244,3977
DELHIVERY,21790,21267,523,2.46,5462,8878.59009,4492367820,9728.12705,849.53695,457
BOSCHLTD,18608,18187,421,2.31,11049,6612.88975,12322221905,7308.60881,695.71905,46820
MPHASIS,23577,23044,533,2.31,5723,7612.2646,3230425110,8304.8752,692.6106,2422
BRITANNIA,33905,33149,756,2.28,8344,7572.15941,4716651808,8077.8025,505.64308,5101
NESTLEIND,27565,26963,602,2.23,7356,10649.85275,4277900820,11234.61095,584.7582,1410
RELIANCE,511630,500489,11141,2.23,395025,232117.04495,244165856215,264511.4071,32394.36215,1322
NYKAA,16029,15680,349,2.23,3225,9109.04937,2530697843,9514.93406,405.88468,332
TCS,221300,216496,4804,2.22,80033,35181.5816,39601989153,42258.68813,7077.10653,2304
HINDPETRO,32279,31579,700,2.22,4442,8487.00281,2461123946,8905.36477,418.36196,356
TECHM,47029,46026,1003,2.18,13292,18112.70538,11297175054,19993.11192,1880.40654,1596
LAURUSLABS,44518,43569,949,2.18,12992,32205.23962,17720035756,34788.73718,2583.49756,1840
NAUKRI,31177,30514,663,2.17,7671,9503.83324,4834130273,10280.91597,777.08273,1319
MOTHERSON,35091,34360,731,2.13,5372,11449.07493,4343860743,12104.59236,655.51743,160
MANKIND,18717,18335,382,2.08,3739,4242.98675,1829718072,4442.96747,199.98072,2327
VBL,94163,92257,1906,2.07,15916,16560.04386,7000779741,17577.08127,1017.03741,407
INDHOTEL,37750,36994,756,2.04,9976,11134.997,6255494660,11901.5436,766.5466,720
DLF,65821,64513,1308,2.03,23640,21824.69741,13553679963,24185.74704,2361.04963,681
POWERGRID,71475,70061,1414,2.02,15061,10833.26135,6746079314,11558.21699,724.95564,266
FEDERALBNK,51339,50331,1008,2,15203,17884.5735,11624198300,19479.0565,1594.483,343
PERSISTENT,47129,46217,912,1.97,30319,23753.4419,19711769087,27510.88277,3757.44087,5643
COLPAL,39875,39106,769,1.97,7754,11236.92746,2875749335,11628.55581,391.62835,1829
OFSS,25451,24963,488,1.95,14370,22851.48448,15769157663,26407.36111,3555.87663,12058
KALYANKJIL,56755,55686,1069,1.92,66605,54918.76113,50446045728,69323.00841,14404.24728,598
DMART,55766,54724,1042,1.9,13833,12021.24409,6836747836,12943.47246,922.22836,3770
DRREDDY,51579,50639,940,1.86,9174,17549.62543,5014221112,18224.64906,675.02362,1151
SHREECEM,20963,20585,378,1.84,4171,6861.61158,1905005227,7103.78885,242.17727,23855
PETRONET,21930,21535,395,1.83,2759,2891.59119,1271297885,3062.29004,170.69885,288
PIDILITIND,14725,14465,260,1.8,3236,7669.18535,1898758065,7869.266,200.08065,1629
UNITDSPR,27828,27344,484,1.77,4688,5054.656,2334255532,5349.93132,295.27532,1471
MCX,81440,80034,1406,1.76,153638,110192.83733,105521178028,133702.89261,23510.05528,3275
GVT&D,40303,39608,695,1.75,11730,13001.97652,5300337871,14137.23023,1135.25371,4306
ABB,25536,25098,438,1.75,7878,7087.14248,6767248380,8221.12628,1133.9838,7410
RECLTD,63566,62483,1083,1.73,36035,29086.44763,15595511368,31732.79382,2646.34618,318
NATIONALUM,44486,43747,739,1.69,16716,20704.99668,10200048243,22742.66662,2037.66993,374
NHPC,28627,28152,475,1.69,4203,6094.44388,1680750956,6320.71294,226.26906,76
MAZDOCK,42426,41724,702,1.68,34857,16051.08039,18947787072,19809.90112,3758.82072,2475
LTM,37045,36469,576,1.58,14377,15586.11814,8599890408,17567.32222,1981.20408,4554
VMM,20027,19716,311,1.58,3181,6189.99001,1083093706,6355.53457,165.54456,106
NMDC,71271,70168,1103,1.57,9505,14213.58097,4197411832,14930.0118,716.43082,84
GODREJPROP,39839,39226,613,1.56,10242,11326.82313,5753257958,12512.46272,1185.63958,1982
VEDL,111633,109920,1713,1.56,28396,12210.60248,8051692144,14043.20142,1832.59894,272
BHARTIARTL,201312,198280,3032,1.53,47429,45346.67076,38340883403,49561.5798,4214.90903,1840
FORTIS,20077,19776,301,1.52,2540,5236.18217,1288244602,5419.7107,183.52852,905
M&M,121868,120075,1793,1.49,37799,31180.16662,21560111396,34083.88058,2903.71396,3170
UNIONBANK,37483,36933,550,1.49,10465,13235.30465,7663590992,14613.35895,1378.05429,187
MAHABANK,8999,8869,130,1.47,4517,4702.6694,2157344410,5158.3935,455.7241,85
LICI,59160,58331,829,1.42,11698,15477.917,5423632760,16226.7546,748.8376,415
ALKEM,17300,17069,231,1.35,4440,4775.17277,2458930277,5083.03805,307.86527,5190
SAGILITY,11919,11764,155,1.32,3225,3466.7724,1507943280,3743.2452,276.4728,46
BHEL,50154,49526,628,1.27,28714,42466.17926,29453582287,48833.83338,6367.65412,431
PAGEIND,18729,18498,231,1.25,7945,6879.3806,5128901636,7348.99696,469.61636,36300
CGPOWER,32942,32537,405,1.24,9656,12295.34052,6311533415,13433.43468,1138.09415,891
BAJAJ-AUTO,55121,54463,658,1.21,35845,27937.90829,29951219594,31137.62923,3199.72094,11919
KFINTECH,18117,17903,214,1.2,7185,7877.64196,3226050989,8580.77186,703.12989,928
SBICARD,47734,47184,550,1.17,26718,22688.6044,12308986192,24857.98632,2169.38192,658
ADANIPOWER,87851,86863,988,1.14,20918,16809.00043,14499093215,18819.77759,2010.77715,207
COCHINSHIP,25445,25159,286,1.14,19260,8928.8844,11062843336,11620.67776,2691.79336,1499
BPCL,27114,26812,302,1.13,5700,5426.71974,3126051488,5936.78087,510.06113,315
JSWENERGY,34826,34439,387,1.12,8280,9294.76325,4001485174,9882.16249,587.39924,539
RADICO,11670,11541,129,1.12,4191,5109.68292,2352783964,5441.29756,331.61464,4494
SONACOMS,19223,19012,211,1.11,5871,14450.46737,4433144672,15276.0391,825.57172,789
VOLTAS,56882,56285,597,1.06,18092,10731.88897,7193594242,11914.4814,1182.59242,1170
ICICIPRULI,25052,24790,262,1.06,7683,10811.91485,2545337512,11240.33998,428.42512,494
BANKNIFTY,1019804,1009328,10476,1.04,1399889,182134.86363,2423884262422,379371.98785,197237.12422,57369
LTF,36891,36519,372,1.02,12353,11957.4306,7841870640,13344.462,1387.0314,314
ASIANPAINT,64516,63866,650,1.02,16583,8628.92112,9962370367,9809.6248,1180.70367,2527
WIPRO,104006,102981,1025,1,24296,14712.471,11906692800,16777.224,2064.753,176
GAIL,33933,33611,322,0.96,6485,6336.97968,3417664946,6779.84289,442.86321,173
POLICYBZR,26092,25845,247,0.96,6108,7706.47381,3224060791,8274.11172,567.63791,1836
JSWSTEEL,78037,77321,716,0.93,21347,24188.09114,16957816850,26519.48464,2331.3935,1325
JUBLFOOD,28879,28636,243,0.85,5333,8661.15,2465115012,9024.67512,363.52512,482
YESBANK,53663,53226,437,0.82,8156,7468.77074,5178520090,8238.15364,769.3829,22
IDEA,118751,117876,875,0.74,48721,97417.61603,45416054831,109075.72459,11658.10856,15
KPITTECH,27211,27025,186,0.69,11353,9647.86967,4459639485,10399.64703,751.77735,575
NBCC,23415,23255,160,0.69,1635,1803.57255,785372120,1935.45625,131.8837,86
CROMPTON,52054,51702,352,0.68,24665,19605.53653,10893143624,21664.55777,2059.02124,232
HINDALCO,101059,100390,669,0.67,29111,24261.41753,18823926765,26977.72518,2716.30765,1011
ICICIBANK,206730,205573,1157,0.56,64000,71186.1192,58067793609,78257.52529,7071.40609,1423
DIVISLAB,61668,61323,345,0.56,28464,21436.90386,24061303551,24488.53937,3051.63551,9100
JINDALSTEL,37432,37230,202,0.54,17207,21664.50837,10567748787,23335.62125,1671.11287,1165
GODREJCP,53811,53527,284,0.53,22029,10754.1082,8811542160,12100.1298,1346.0216,878
BANKBARODA,77015,76625,390,0.51,10889,14331.63361,6390313400,15259.81011,928.1765,239
GLENMARK,37797,37611,186,0.49,5006,10916.7081,3576181818,11529.85128,613.14318,2437
DABUR,47788,47571,217,0.46,12069,8418.702,5081388400,9210.0235,791.3215,380
TATAPOWER,96164,95750,414,0.43,26884,14735.88455,13100431043,16276.79998,1540.91543,368
