symbol,latestOI,prevOI,changeInOI,avgInOI,volume,futValue,optValue,total,premValue,underlyingValue
POLYCAB,83387,63194,20193,31.95,217569,154628.0528,234880886441,179751.41721,25123.36441,8847
FEDERALBNK,73604,59770,13834,23.15,302010,286123.4875,234089466900,319747.1565,33623.669,348
NIFTY,8637729,7113546,1524183,21.43,96290309,1481820.0235,151846931660888,6046989.48738,4565169.46388,24334
JIOFIN,156817,129242,27575,21.34,338266,210240.63476,179128021664,241504.97766,31264.34289,242
GVT&D,32190,28060,4130,14.72,28377,21492.14107,14234810193,23748.49301,2256.35193,4388
POWERINDIA,57089,49819,7270,14.59,60637,42604.43191,47027564451,48329.70142,5725.26951,32005
HAVELLS,49857,43524,6333,14.55,203360,141177.9766,108514972110,159946.0977,18768.1211,1190
FINNIFTY,11300,9935,1365,13.74,33558,3028.33032,53896422570,6434.77602,3406.4457,26903
HYUNDAI,35499,31405,4094,13.04,23269,49631.94571,7997707220,50635.72791,1003.7822,1996
BSE,116000,105045,10955,10.43,114048,83311.87296,77227804428,95823.81724,12511.94428,3579
KEI,24870,22596,2274,10.06,18859,32053.24659,13657999813,34199.90722,2146.66063,4889
SONACOMS,26535,24167,2368,9.8,39257,51284.94546,29108077134,57332.5943,6047.64884,705
DELHIVERY,35446,32472,2974,9.16,31397,56963.75946,27639232400,61449.74346,4485.984,491
ANGELONE,32697,29960,2737,9.14,37677,38621.22775,28423322450,43177.45225,4556.2245,328
AXISBANK,189819,174071,15748,9.05,143503,222979.84231,98823984612,238821.50093,15841.65862,1329
ICICIPRULI,47603,43716,3887,8.89,39223,26398.23987,16188922872,28511.06234,2112.82247,497
ICICIBANK,265712,244040,21672,8.88,210321,345847.39819,179617559044,370559.65863,24712.26044,1454
JSWENERGY,42449,39203,3246,8.28,14961,13865.2526,7736601430,15325.40941,1460.1568,541
DALBHARAT,22884,21141,1743,8.24,8587,12038.43605,3942100353,12662.49959,624.06353,1824
OBEROIRLTY,36882,34079,2803,8.23,23716,18298.58656,14212865145,20576.47802,2277.89145,1890
TECHM,77107,71324,5783,8.11,230725,226809.32922,195031499202,258345.72924,31536.40002,1570
JSWSTEEL,84780,78586,6194,7.88,76807,73801.01862,58023930602,82089.53714,8288.51852,1235
AMBER,35966,33439,2527,7.56,33107,25278.7365,24256151181,29378.44831,4099.71181,7770
ADANIENSOL,45894,42733,3161,7.4,46842,67363.07105,49549494386,81033.83491,13670.76386,1721
CUMMINSIND,38110,35596,2514,7.06,21928,45074.89446,20122148594,47386.1804,2311.28594,5436
MIDCPNIFTY,129305,120877,8428,6.97,248365,59690.7883,436814554282,88334.68113,28643.89282,14715
ADANIGREEN,63909,59766,4143,6.93,28613,75883.54974,19710782856,80973.0183,5089.46856,1515
MOTILALOFS,11873,11113,760,6.84,5468,8511.08363,3319005731,9151.37344,640.28981,968
TORNTPHARM,55173,51642,3531,6.84,98277,56463.15701,53925370602,63456.61303,6993.45602,4747
INDUSINDBK,84404,79171,5233,6.61,35917,61639.92751,20002357837,65999.08588,4359.15837,1026
ALKEM,18743,17595,1148,6.52,13262,9417.76338,8699664050,10126.84138,709.078,5555
SUPREMEIND,22919,21529,1390,6.46,8230,9805.95701,4123007876,10193.13578,387.17876,3420
PFC,72352,68132,4220,6.19,36298,66447.14245,12861847362,68370.41107,1923.26862,404
CGPOWER,48910,46071,2839,6.16,17262,30827.46705,10751530864,32711.32069,1883.85364,905
INDHOTEL,39500,37213,2287,6.15,17376,36862.5379,9332720440,38308.8423,1446.3044,728
POLICYBZR,46082,43530,2552,5.86,27710,32727.64243,12512574711,35316.63954,2588.99711,1574
BANKNIFTY,1285164,1214904,70260,5.78,3412942,733969.47644,5909906595526,1151551.6617,417582.18526,58521
EXIDEIND,31137,29450,1687,5.73,72493,57090.04488,51985527552,67382.0154,10291.97052,435
NATIONALUM,53706,50811,2895,5.7,36120,34703.91806,20659592268,37879.59075,3175.67268,341
COALINDIA,108740,103157,5583,5.41,29841,42922.86768,13337301415,44455.96183,1533.09415,427
KALYANKJIL,110815,105348,5467,5.19,199427,126878.59035,138712794111,170760.31146,43881.72111,572
YESBANK,76015,72431,3584,4.95,31270,43748.97645,19678013405,46499.3205,2750.34405,23
MCX,92319,88037,4282,4.86,63294,50251.98116,36022616286,56402.84403,6150.86286,2749
PRESTIGE,19059,18182,877,4.82,9351,18507.38121,5180820138,19665.74259,1158.36138,1687
INFY,585150,558972,26178,4.68,277272,293878.18556,94684992992,311983.93548,18105.74992,1094
360ONE,22797,21787,1010,4.64,60067,49153.49515,29229213325,53939.5284,4786.03325,1111
MPHASIS,28885,27613,1272,4.61,9937,17511.72326,4880421053,18638.3423,1126.61903,2393
COFORGE,72794,69595,3199,4.6,38862,52137.46361,23620675953,57500.96815,5363.50453,1510
HAL,73763,70699,3064,4.33,53256,55428.30916,31032367161,60301.58077,4873.27161,4501
TATASTEEL,142688,136817,5871,4.29,62944,76344.36342,25411246190,79483.43782,3139.0744,185
INDIGO,90138,86455,3683,4.26,46837,42002.02473,33260370550,47088.90523,5086.8805,5246
NBCC,29499,28303,1196,4.23,8445,22414.9692,3292666780,23062.247,647.2778,97
MUTHOOTFIN,43097,41368,1729,4.18,20844,26516.83138,14902613156,28688.01295,2171.18156,2984
BHARTIARTL,205981,197828,8153,4.12,64182,78211.52091,50892706495,82021.30586,3809.78495,1908
OFSS,34009,32676,1333,4.08,36777,56086.55746,35659698427,62749.64173,6663.08427,11799
TATAPOWER,87220,83848,3372,4.02,28060,33923.98293,12320244275,35321.71319,1397.73025,377
APLAPOLLO,25539,24553,986,4.02,8115,4416.21509,4552627723,4700.37232,284.15723,1790
NESTLEIND,41861,40251,1610,4,11262,17198.8188,6436819885,18111.71765,912.89885,1427
AUROPHARMA,35441,34078,1363,4,11928,17878.68247,8527399386,18861.32633,982.64386,1536
VMM,13728,13206,522,3.95,6163,8346.64096,2589999328,8805.20749,458.56653,110
APOLLOHOSP,38109,36662,1447,3.95,21285,33051.42655,20591457817,34823.75472,1772.32817,8820
VBL,74998,72212,2786,3.86,24723,45147.12856,10755257030,46360.23636,1213.1078,461
PNB,71621,69000,2621,3.8,28750,47681.16,20165996400,51046.084,3364.924,106
CAMS,19925,19213,712,3.71,13478,13430.07476,7273681280,14476.45006,1046.3753,751
GLENMARK,41638,40159,1479,3.68,14393,23213.96257,10067105880,24610.74637,1396.7838,2237
DRREDDY,80418,77598,2820,3.63,39224,37599.10137,27296008818,41162.56456,3563.46318,1210
VEDL,135378,130647,4731,3.62,88304,32838.79659,24246587028,36650.85937,3812.06278,252
HDFCBANK,755449,729219,26230,3.6,279238,249243.35683,125899693036,266078.52219,16835.16536,820
KOTAKBANK,169520,163636,5884,3.6,113465,166560.6434,72715181000,176949.0034,10388.36,390
DIXON,140098,135253,4845,3.58,132236,116879.24025,84485029917,129932.11443,13052.87417,14300
MAZDOCK,52939,51122,1817,3.55,13841,15970.91652,6108911817,16669.60719,698.69067,2335
RBLBANK,28365,27393,972,3.55,24934,34857.25629,26833929853,39275.47358,4418.21728,367
LUPIN,23873,23062,811,3.52,15077,20597.25423,13954188586,22110.70009,1513.44586,2443
HINDPETRO,40931,39543,1388,3.51,13629,33256.31944,7933509805,34619.6025,1363.28305,400
PGEL,28615,27647,968,3.5,20806,18498.93922,10473441763,20566.85685,2067.91763,612
JUBLFOOD,35527,34347,1180,3.44,15288,14849.68525,6896610375,15751.289,901.60375,418
BAJFINANCE,154657,149533,5124,3.43,76595,100118.8344,50898687630,107554.8357,7436.0013,1055
ICICIGI,49510,47870,1640,3.43,71766,32945.98957,35042203400,37054.39357,4108.404,1610
MANAPPURAM,24771,23951,820,3.42,8973,27037.0044,6219160320,27980.4576,943.4532,325
MFSL,28920,27967,953,3.41,7276,10926.70356,3533960324,11249.0268,322.32324,1535
ASTRAL,35215,34058,1157,3.4,9950,15779.41725,4354900348,16265.63574,486.21848,1376
HINDALCO,123907,119889,4018,3.35,50824,59327.85817,28717569461,63373.85278,4045.99461,945
ULTRACEMCO,75990,73601,2389,3.25,30553,34244.53637,14797945705,36242.29342,1997.75705,11685
AUBANK,38522,37324,1198,3.21,12647,35149.6924,9790962710,36654.1195,1504.4271,1028
