symbol,latestOI,prevOI,changeInOI,avgInOI,volume,futValue,optValue,total,premValue,underlyingValue
BHARATFORG,55573,27000,28573,105.83,269198,277359.31725,270755628390,325245.30115,47885.9839,2093
PFC,109000,73844,35156,47.61,185065,162883.19138,81620963502,174406.0214,11522.83002,385
BOSCHLTD,34288,23416,10872,46.43,72414,36992.12135,75545196650,44099.58786,7107.4665,43505
POWERINDIA,67322,46686,20636,44.2,295898,142669.16524,251434809770,185641.13795,42971.9727,36050
AMBER,44507,33039,11468,34.71,80357,93408.29834,50005129882,102958.99716,9550.69882,7095
LUPIN,49459,37509,11950,31.86,99430,82405.33369,91545233601,94674.0197,12268.68601,2300
PAYTM,84962,68025,16937,24.9,289427,263318.67375,302340703405,339355.51281,76036.83905,1584
RECLTD,56557,47664,8893,18.66,66368,59680.09624,31614173860,63819.1386,4139.04235,343
TITAN,94855,80160,14695,18.33,409768,181281.11492,350592484649,228965.16142,47684.04649,5090
JUBLFOOD,37771,31944,5827,18.24,31155,31628.0695,16287058512,36285.09212,4657.02262,495
FORTIS,29649,25590,4059,15.86,37539,22795.85984,26071648256,26381.3699,3585.51006,945
SBIN,313804,271875,41929,15.42,440934,259946.78025,342103388430,298816.43955,38869.6593,1071
NAUKRI,39467,34499,4968,14.4,127168,74594.39608,84087404335,92335.24943,17740.85335,1282
NIFTY,9399921,8238852,1161069,14.09,103375723,337875.9007,165452655646838,3901020.54408,3563144.64338,24583
LTM,39019,34670,4349,12.54,70949,56273.36448,46379284483,66988.65931,10715.29483,4795
GRASIM,84476,77101,7375,9.57,73443,134911.98792,49421656852,146835.40645,11923.41852,3380
MPHASIS,27026,24986,2040,8.16,18893,18688.91681,11489477532,21283.13013,2594.21332,2508
SONACOMS,21262,19703,1559,7.91,23334,35791.65849,20388049102,39269.37701,3477.71852,812
PIIND,27075,25093,1982,7.9,16311,10799.0107,7029304941,11752.59762,953.58691,2751
PAGEIND,17664,16383,1281,7.82,13138,34915.61337,6986059011,36194.40349,1278.79011,38660
FINNIFTY,19235,17842,1393,7.81,33804,2091.02173,55171814182,5120.05356,3029.03182,26545
INOXWIND,33023,30806,2217,7.2,45428,33022.97472,19422555328,37120.528,4097.55328,73
SIEMENS,38643,36127,2516,6.96,21870,27223.24043,12768687485,30089.79029,2866.54985,3914
GVT&D,40837,38240,2597,6.79,42237,38459.46462,19400431825,41982.90787,3523.44325,4330
VOLTAS,37191,34864,2327,6.67,13418,12121.95487,5471771673,13058.74661,936.79173,1267
ANGELONE,29634,27856,1778,6.38,19218,26129.71525,12005961475,28238.58,2108.86475,294
ICICIPRULI,28479,26783,1696,6.33,8938,9544.53979,3318891221,10091.40451,546.86471,499
