buySell,clientName,date,name,qty,remarks,symbol,watp
BUY,TATA AIA LIFE INSURANCE COMPANY LIMITED,18-Aug-2026,One 97 Communications Ltd,556,,PAYTM,1535.1
BUY,TATA AIA LIFE INSURANCE COMPANY LIMITED,18-Aug-2026,One 97 Communications Ltd,2259,,PAYTM,1535.1
BUY,TATA AIA LIFE INSURANCE COMPANY LIMITED,18-Aug-2026,One 97 Communications Ltd,22181,,PAYTM,1535.1
BUY,TATA AIA LIFE INSURANCE COMPANY LIMITED,18-Aug-2026,One 97 Communications Ltd,32057,,PAYTM,1535.1
BUY,TATA AIA LIFE INSURANCE COMPANY LIMITED,18-Aug-2026,One 97 Communications Ltd,34747,,PAYTM,1535.1
BUY,TATA AIA LIFE INSURANCE COMPANY LIMITED,18-Aug-2026,One 97 Communications Ltd,81589,,PAYTM,1535.1
BUY,TATA AIA LIFE INSURANCE COMPANY LIMITED,18-Aug-2026,One 97 Communications Ltd,203180,,PAYTM,1535.1
BUY,TATA AIA LIFE INSURANCE COMPANY LIMITED,18-Aug-2026,One 97 Communications Ltd,305816,,PAYTM,1535.1
BUY,TATA AIA LIFE INSURANCE COMPANY LIMITED,18-Aug-2026,One 97 Communications Ltd,411198,,PAYTM,1535.1
BUY,TATA AIA LIFE INSURANCE COMPANY LIMITED,18-Aug-2026,One 97 Communications Ltd,462417,,PAYTM,1535.1
BUY,TATA MUTUAL FUND,18-Aug-2026,One 97 Communications Ltd,856,,PAYTM,1535.1
BUY,TATA MUTUAL FUND,18-Aug-2026,One 97 Communications Ltd,72000,,PAYTM,1535.1
BUY,TATA MUTUAL FUND,18-Aug-2026,One 97 Communications Ltd,90000,,PAYTM,1535.1
BUY,VIRIDIAN ASIA OPPORTUNITIES MASTER FUND,18-Aug-2026,One 97 Communications Ltd,575000,,PAYTM,1535.1
SELL,RESILIENT ASSET MANAGEMENT B V,18-Aug-2026,One 97 Communications Ltd,19210110,,PAYTM,1535.1
BUY,ADITYA BIRLA SUN LIFE MUTUAL FUND,18-Aug-2026,One 97 Communications Ltd,4606,,PAYTM,1535.1
BUY,VITTORIA FUND-OC,18-Aug-2026,One 97 Communications Ltd,86277,,PAYTM,1535.1
BUY,ADITYA BIRLA SUN LIFE MUTUAL FUND,18-Aug-2026,One 97 Communications Ltd,30005,,PAYTM,1535.1
BUY,ADITYA BIRLA SUN LIFE MUTUAL FUND,18-Aug-2026,One 97 Communications Ltd,80014,,PAYTM,1535.1
BUY,ADITYA BIRLA SUN LIFE MUTUAL FUND,18-Aug-2026,One 97 Communications Ltd,120021,,PAYTM,1535.1
BUY,BNP PARIBAS FINANCIAL MARKETS - ODI,18-Aug-2026,One 97 Communications Ltd,200000,,PAYTM,1535.1
